PhotoID,Latitude,Longitude,Title,PhotoURL,PhotoFileURL,UploadDate,PhotoWidth,PhotoHeight,OwnerName,OwnerURL,OwnerID,Place_ID
532693,59.644716,11.278067,Wheatfield in afternoon light,http://www.panoramio.com/photo/532693,http://mw2.google.com/mw-panoramio/photos/medium/532693.jpg,22 January 2007,500,333,Snemann,http://www.panoramio.com/user/39160,39160,
72997452,32.611584,35.93307,Awesome Earth!  Jordan  ....{by Bassam},http://www.panoramio.com/photo/72997452,http://mw2.google.com/mw-panoramio/photos/medium/72997452.jpg,31 May 2012,500,374,~Bassam,http://www.panoramio.com/user/1249121,1249121,
45214668,38.178076,-0.619998,MIENTRAS QUEDE UN REFLEJO HABRA UNA FOTO < 1st Prize  Scenery December 2010 >,http://www.panoramio.com/photo/45214668,http://mw2.google.com/mw-panoramio/photos/medium/45214668.jpg,18 December 2010,500,335,ZEUS74,http://www.panoramio.com/user/3100440,3100440,87c1216871b2fbb70e1519f7ff28890c1843902b
72620582,44.671047,20.928287,Смедеревска тврђава ❖ Smederevo Fortress,http://www.panoramio.com/photo/72620582,http://mw2.google.com/mw-panoramio/photos/medium/72620582.jpg,24 May 2012,500,472,Бобан Армуш,http://www.panoramio.com/user/6489313,6489313,b38081f21680ce68148313a0126ee3e53ecdffd8
70525988,44.67101,20.928303,Смедеревска тврђава ❖ Smederevo Fortress,http://www.panoramio.com/photo/70525988,http://mw2.google.com/mw-panoramio/photos/medium/70525988.jpg,18 April 2012,500,472,Бобан Армуш,http://www.panoramio.com/user/6489313,6489313,88f8875523f529bb0795bb3cd70e55b75cbd59bb
346269,43.064389,11.616282,italy-toscany,http://www.panoramio.com/photo/346269,http://mw2.google.com/mw-panoramio/photos/medium/346269.jpg,08 January 2007,500,334,illusandpics.com,http://www.panoramio.com/user/69671,69671,
80978490,44.669599,20.925452,I See You ❷,http://www.panoramio.com/photo/80978490,http://mw2.google.com/mw-panoramio/photos/medium/80978490.jpg,22 October 2012,500,312,Бобан Армуш,http://www.panoramio.com/user/6489313,6489313,b38081f21680ce68148313a0126ee3e53ecdffd8
945976,40.903783,0.490866,Al tard,http://www.panoramio.com/photo/945976,http://mw2.google.com/mw-panoramio/photos/medium/945976.jpg,21 February 2007,335,500,Arcadi,http://www.panoramio.com/user/3022,3022,
76035631,44.823049,20.447702,Победник ❖  Statue of the Victor or Statue of Victory,http://www.panoramio.com/photo/76035631,http://mw2.google.com/mw-panoramio/photos/medium/76035631.jpg,26 July 2012,470,500,Бобан Армуш,http://www.panoramio.com/user/6489313,6489313,882a0c65e12b63d0c0e0926d02a04cf63f72703b
233619,52.242353,21.035728,Warsaw Bridge 01 [www.wierzchon.com],http://www.panoramio.com/photo/233619,http://mw2.google.com/mw-panoramio/photos/medium/233619.jpg,25 December 2006,500,500,Andrzej Wierzchoń,http://www.panoramio.com/user/47836,47836,
1578881,-37.76634,145.14187200000003,"Rosina Lamberti,Sunset,Templestowe , Victoria, Australia",http://www.panoramio.com/photo/1578881,http://mw2.google.com/mw-panoramio/photos/medium/1578881.jpg,01 April 2007,500,474,rosina lamberti,http://www.panoramio.com/user/140796,140796,
75473021,44.817226,20.457631,When all you can see is darkness... you have to create your own light,http://www.panoramio.com/photo/75473021,http://mw2.google.com/mw-panoramio/photos/medium/75473021.jpg,16 July 2012,500,375,Бобан Армуш,http://www.panoramio.com/user/6489313,6489313,404612a405f929d58d606828ab64236741b13108
55228074,30.792723,57.773236999999995,"کلوت شهداد بزرگترین شهر کلوخی دنیا در بیابان لوت 'Kalut' in Lut Desert, To all European Panoramio members. Info 1st comment  ",http://www.panoramio.com/photo/55228074,http://mw2.google.com/mw-panoramio/photos/medium/55228074.jpg,04 July 2011,500,375,Mahdi Kalhor,http://www.panoramio.com/user/1171864,1171864,72e961480bdb78ea84504b38a20eed35385b7ab3
46622512,41.016838,29.010954999999996,Güne veda * 'Sunset & Silhouette' * Olympist ©,http://www.panoramio.com/photo/46622512,http://mw2.google.com/mw-panoramio/photos/medium/46622512.jpg,16 January 2011,373,500,OLYMPIST ©,http://www.panoramio.com/user/3908287,3908287,
84822469,44.670782,20.928359,Смедеревска тврђава ❖ Smederevo Fortress,http://www.panoramio.com/photo/84822469,http://mw2.google.com/mw-panoramio/photos/medium/84822469.jpg,16 January 2013,500,247,Бобан Армуш,http://www.panoramio.com/user/6489313,6489313,b38081f21680ce68148313a0126ee3e53ecdffd8
25514,10.479372089916,-84.693431854248,Arenal,http://www.panoramio.com/photo/25514,http://mw2.google.com/mw-panoramio/photos/medium/25514.jpg,17 June 2006,500,375,Roberto Garcia,http://www.panoramio.com/user/4112,4112,
47549817,36.451153,28.225402000000003,Rhodes Greece lighthouse - tower of St. Nicholas. - Ρόδος ο φάρος -  πύργος του Αγίου Νικολάου.,http://www.panoramio.com/photo/47549817,http://mw2.google.com/mw-panoramio/photos/medium/47549817.jpg,04 February 2011,500,312,D.N.Koskinas,http://www.panoramio.com/user/5409243,5409243,
54671525,37.9909035,-84.4323188,"< Honorable mention Heritage June 2011 > Golden Sunrise with Ice Water Snow Reflection - Jacobson Park (Lexington, KY) Winter 2011",http://www.panoramio.com/photo/54671525,http://mw2.google.com/mw-panoramio/photos/medium/54671525.jpg,24 June 2011,500,374,Kalin Ranchev,http://www.panoramio.com/user/4897001,4897001,835bd7c7c79d0168cca220b634974ed370b3fcb2
79342546,44.797834,20.466961,"Cathedral of Saint Sava - Hram Svetog Save, Vracar, Beograd",http://www.panoramio.com/photo/79342546,http://mw2.google.com/mw-panoramio/photos/medium/79342546.jpg,22 September 2012,375,500,Nenad Obr,http://www.panoramio.com/user/1185990,1185990,
53616634,49.211598,8.717415,"5 Trees - für feldt ",http://www.panoramio.com/photo/53616634,http://mw2.google.com/mw-panoramio/photos/medium/53616634.jpg,02 June 2011,500,333,Adem Dogan,http://www.panoramio.com/user/2340333,2340333,
62309500,42.019234,-82.5844,Luminous Contrails (By Younes  Leysi),http://www.panoramio.com/photo/62309500,http://mw2.google.com/mw-panoramio/photos/medium/62309500.jpg,17 November 2011,500,333,Səməd,http://www.panoramio.com/user/5275506,5275506,
48482258,55.425227,12.219414999999998,Way into the unknown,http://www.panoramio.com/photo/48482258,http://mw2.google.com/mw-panoramio/photos/medium/48482258.jpg,21 February 2011,500,497,MoUzEs,http://www.panoramio.com/user/4423138,4423138,
77854669,44.798688,20.463435,Храм Светог Саве ❖ Saint Sava Temple,http://www.panoramio.com/photo/77854669,http://mw2.google.com/mw-panoramio/photos/medium/77854669.jpg,27 August 2012,500,403,Бобан Армуш,http://www.panoramio.com/user/6489313,6489313,584dd3a83811cf06f2df37c83555ae6cd2fb5823
901470,43.633753,15.963591,"#14 Holdfényölelés - Moonlight cuddle - Horvátország",http://www.panoramio.com/photo/901470,http://mw2.google.com/mw-panoramio/photos/medium/901470.jpg,19 February 2007,500,361,Busa Péter,http://www.panoramio.com/user/109117,109117,
9439,-16.456336,-151.609611,Bora Bora,http://www.panoramio.com/photo/9439,http://mw2.google.com/mw-panoramio/photos/medium/9439.jpg,02 February 2006,500,375,heavenearth,http://www.panoramio.com/user/1600,1600,
10321724,50.820469,-2.051697,Kingston Lacy beech avenue from the middle of the road (don't try this at home...),http://www.panoramio.com/photo/10321724,http://mw2.google.com/mw-panoramio/photos/medium/10321724.jpg,17 May 2008,500,473,Graham Hobbs,http://www.panoramio.com/user/450216,450216,
79639560,55.753527,37.622532,Moscow - Москва - St. Basil's Cathedral   - Покровский собор,http://www.panoramio.com/photo/79639560,http://mw2.google.com/mw-panoramio/photos/medium/79639560.jpg,27 September 2012,500,365,Nenad Obr,http://www.panoramio.com/user/1185990,1185990,
43038943,-23.582656,-46.66235399999999,Ypi-ra-ouêra - SP - BRASIL.>>Honorable Mention November 2010<< por AntonioJVidaL,http://www.panoramio.com/photo/43038943,http://mw2.google.com/mw-panoramio/photos/medium/43038943.jpg,01 November 2010,336,500,AntonioJVidaL,http://www.panoramio.com/user/3108598,3108598,
64292484,39.721085,21.633925000000005,The eternity of the rocks! (Meteora - Greece),http://www.panoramio.com/photo/64292484,http://mw2.google.com/mw-panoramio/photos/medium/64292484.jpg,02 January 2012,500,333,makis ®,http://www.panoramio.com/user/4081226,4081226,
82691852,46.481255,12.059298,Elixir  - 1st. Place 2013 March NPC / 1st. Place 2013 September TTT,http://www.panoramio.com/photo/82691852,http://mw2.google.com/mw-panoramio/photos/medium/82691852.jpg,28 November 2012,500,333,sistuccio,http://www.panoramio.com/user/6496192,6496192,
70934320,44.798557,20.463407,Храм Светог Саве ❖ Saint Sava Temple,http://www.panoramio.com/photo/70934320,http://mw2.google.com/mw-panoramio/photos/medium/70934320.jpg,25 April 2012,500,375,Бобан Армуш,http://www.panoramio.com/user/6489313,6489313,584dd3a83811cf06f2df37c83555ae6cd2fb5823
86457253,25.144715,55.191755,"Burj Al Arab, Dubai",http://www.panoramio.com/photo/86457253,http://mw2.google.com/mw-panoramio/photos/medium/86457253.jpg,22 February 2013,500,365,Nenad Obr,http://www.panoramio.com/user/1185990,1185990,
83118199,44.66549,20.917158,Le Vie dei Colori,http://www.panoramio.com/photo/83118199,http://mw2.google.com/mw-panoramio/photos/medium/83118199.jpg,08 December 2012,500,375,Бобан Армуш,http://www.panoramio.com/user/6489313,6489313,d0df1a91276157ddfb785fae934e15daefe0fc35
88527646,25.136233,55.826705,The Beauty of a Desert!!!  ....{by Bassam},http://www.panoramio.com/photo/88527646,http://mw2.google.com/mw-panoramio/photos/medium/88527646.jpg,08 April 2013,500,375,~Bassam,http://www.panoramio.com/user/1249121,1249121,a0809497247c3d64bd9d3da21dda149a42484ea6
37906460,35.955082,52.109056,"آتشفشان دماوند در آتش غروب، تقدیم به ایرانیان Damavand or Diamond, to dear Iranian, Polur, Mazandaran, Iran",http://www.panoramio.com/photo/37906460,http://mw2.google.com/mw-panoramio/photos/medium/37906460.jpg,14 July 2010,500,375,Mahdi Kalhor,http://www.panoramio.com/user/1171864,1171864,664be34e4ade3575ea2a94672ef724a76b180bd3
44144104,36.967655,-110.029535,Welcome to the Navajo Nation's Monument Valley Park (please wide open to enjoy the show),http://www.panoramio.com/photo/44144104,http://mw2.google.com/mw-panoramio/photos/medium/44144104.jpg,24 November 2010,500,331,tom sellek,http://www.panoramio.com/user/1664470,1664470,
41085291,34.353924,52.057343,"کویرمرنجاب، پارک ملی کویر،  بند ریگ، تپه های شنی، شنهای روان، رقص ماسه ها  Kavir National Park, Maranjab Desert, Band E Rig, Sand dunes",http://www.panoramio.com/photo/41085291,http://mw2.google.com/mw-panoramio/photos/medium/41085291.jpg,21 September 2010,500,389,Mahdi Kalhor,http://www.panoramio.com/user/1171864,1171864,3a1b3b48e4009de2442f7db53ba9fa262daa731c
86017020,25.237941,55.337537,Dubai,http://www.panoramio.com/photo/86017020,http://mw2.google.com/mw-panoramio/photos/medium/86017020.jpg,12 February 2013,500,355,Nenad Obr,http://www.panoramio.com/user/1185990,1185990,
42791946,43.763086,11.265278," Overlooking the Arno in Firenze, First Prize Contest October 2010.© by leo1383",http://www.panoramio.com/photo/42791946,http://mw2.google.com/mw-panoramio/photos/medium/42791946.jpg,26 October 2010,460,500,leo1383,http://www.panoramio.com/user/215332,215332,
28332999,47.166289,11.882422,Herbst am Steinerkogel / Brandberg / Mayrhofen - Zillertal,http://www.panoramio.com/photo/28332999,http://mw2.google.com/mw-panoramio/photos/medium/28332999.jpg,29 October 2009,500,375,hippach-mayrhofen.at,http://www.panoramio.com/user/1455104,1455104,
63460668,37.104053,54.022202,When  Dreams speak...**a Gift from Iran to the World**,http://www.panoramio.com/photo/63460668,http://mw2.google.com/mw-panoramio/photos/medium/63460668.jpg,13 December 2011,500,375,Akbar&Armaghan Nouri,http://www.panoramio.com/user/5368626,5368626,
45093244,48.179401,16.309192999999993,Bellum iustum,http://www.panoramio.com/photo/45093244,http://mw2.google.com/mw-panoramio/photos/medium/45093244.jpg,16 December 2010,500,500,d3funovic,http://www.panoramio.com/user/4410397,4410397,
2942693,52.594393,4.864798,Tulips and Windmills,http://www.panoramio.com/photo/2942693,http://mw2.google.com/mw-panoramio/photos/medium/2942693.jpg,25 June 2007,500,500,Adam Salwanowicz,http://www.panoramio.com/user/588149,588149,
48664728,-20.250828,44.420642999999984,"Tanindrazana cycle I - ""Reniala"", the mother of forest",http://www.panoramio.com/photo/48664728,http://mw2.google.com/mw-panoramio/photos/medium/48664728.jpg,25 February 2011,500,219,Dominik M. Ramík,http://www.panoramio.com/user/919358,919358,
54556117,20.752853,-105.456562,"Atardecer Riviera  Nayarit by Mel Figueroa ",http://www.panoramio.com/photo/54556117,http://mw2.google.com/mw-panoramio/photos/medium/54556117.jpg,22 June 2011,500,333,Mel Figueroa,http://www.panoramio.com/user/3973297,3973297,
74332273,44.813179,20.46023,Хотел Москва ❖ Hotel Moskva,http://www.panoramio.com/photo/74332273,http://mw2.google.com/mw-panoramio/photos/medium/74332273.jpg,24 June 2012,500,376,Бобан Армуш,http://www.panoramio.com/user/6489313,6489313,bf4614016ee0c285a1b2f57efbc8d315bb7b8f10
61964867,37.981856,23.743247,Sunset in winter,http://www.panoramio.com/photo/61964867,http://mw2.google.com/mw-panoramio/photos/medium/61964867.jpg,10 November 2011,330,500,varkos,http://www.panoramio.com/user/3985322,3985322,5992576798f2dd9a9a823b07b151d07d285d7c1b
48681366,45.800167,8.540808,A new day has come_ Honorable Mention february 2011 NPC_ Thank you so much PANORAMIO FRIENDS,http://www.panoramio.com/photo/48681366,http://mw2.google.com/mw-panoramio/photos/medium/48681366.jpg,26 February 2011,500,379,MissFingertips,http://www.panoramio.com/user/2099469,2099469,
38659573,51.333011,-0.169387,Alice In Lavender Wonderland (First Prize - July 2010 Heritage),http://www.panoramio.com/photo/38659573,http://mw2.google.com/mw-panoramio/photos/medium/38659573.jpg,31 July 2010,500,333,Faintlightofdawn,http://www.panoramio.com/user/1235840,1235840,c26f58c509ba39ab8b5a6bc3ae01afd40f60f61a
46510404,43.079499,-79.078431,"So much fresh water; Niagara ",http://www.panoramio.com/photo/46510404,http://mw2.google.com/mw-panoramio/photos/medium/46510404.jpg,14 January 2011,500,375,Səməd,http://www.panoramio.com/user/5275506,5275506,
44363666,49.077287,1.5267880000000105,Jardin de Claude Monet Giverny-To Mahdi Kalhor,http://www.panoramio.com/photo/44363666,http://mw2.google.com/mw-panoramio/photos/medium/44363666.jpg,29 November 2010,500,333,Oram,http://www.panoramio.com/user/4272273,4272273,
80563684,45.080392,13.635527,Rovinj,http://www.panoramio.com/photo/80563684,http://mw2.google.com/mw-panoramio/photos/medium/80563684.jpg,14 October 2012,500,304,Nenad Obr,http://www.panoramio.com/user/1185990,1185990,
43226080,-25.346405,131.00998900000002,ULURU,http://www.panoramio.com/photo/43226080,http://mw2.google.com/mw-panoramio/photos/medium/43226080.jpg,04 November 2010,500,338,australien67h,http://www.panoramio.com/user/4882773,4882773,
72192533,41.148039,-8.669391,Looking at the mirror,http://www.panoramio.com/photo/72192533,http://mw2.google.com/mw-panoramio/photos/medium/72192533.jpg,16 May 2012,500,333,Mário Eloi Castro,http://www.panoramio.com/user/2928565,2928565,a6552da33ddce8670fc6778e8a0ac0ab62eddf64
44301909,55.743404,37.608604,Cathedral of Christ the Saviour. Moscow . Russia,http://www.panoramio.com/photo/44301909,http://mw2.google.com/mw-panoramio/photos/medium/44301909.jpg,28 November 2010,500,373,STONA,http://www.panoramio.com/user/641911,641911,bf7762e095e06b8927504500e5b240fd06f481ae
45535494,30.758691,32.33182,Sand-Driving - Sea Of Sand,http://www.panoramio.com/photo/45535494,http://mw2.google.com/mw-panoramio/photos/medium/45535494.jpg,25 December 2010,500,375,---=XEON=---,http://www.panoramio.com/user/760796,760796,d428b9e7fad2fec634dedf05b8c7d16022467c51
775893,-3.818353,36.046829,Leoparden,http://www.panoramio.com/photo/775893,http://mw2.google.com/mw-panoramio/photos/medium/775893.jpg,11 February 2007,500,336,Achim Mittler,http://www.panoramio.com/user/164434,164434,
42698487,40.758614,29.899077000000005,Yansımalar - SEKAPARK - İzmit / KOCAELİ,http://www.panoramio.com/photo/42698487,http://mw2.google.com/mw-panoramio/photos/medium/42698487.jpg,24 October 2010,500,308,BEDRİ AKÇAY,http://www.panoramio.com/user/3286723,3286723,
44464196,45.433062,12.339708,"ITA Venezia Canale di San Marco (Santa Maria della Salute) {in the blue hour/sunset} by KWOT {Subtitle: Vulnerable to the Waves, the Sun sets finally in Venice but the Bird flies ~ it's a Sunbeam of Hope for Survival by KWOT} ☆3rd PRIZE: 2010-12 Travel☆ ♥♡♥♡♥♡♥♡♥♡",http://www.panoramio.com/photo/44464196,http://mw2.google.com/mw-panoramio/photos/medium/44464196.jpg,01 December 2010,500,373,KWO Tsoumenis,http://www.panoramio.com/user/2549084,2549084,c63606bef2924ca535df9f70ff72a9e5dc3a4b44
45021436,40.980805,28.841084999999993,'Welcome in Istanbul' * Olympist,http://www.panoramio.com/photo/45021436,http://mw2.google.com/mw-panoramio/photos/medium/45021436.jpg,14 December 2010,500,390,OLYMPIST ©,http://www.panoramio.com/user/3908287,3908287,
40665398,24.3936901093,120.719673157," Sunset -Taiwan 日落",http://www.panoramio.com/photo/40665398,http://mw2.google.com/mw-panoramio/photos/medium/40665398.jpg,12 September 2010,500,332,MaxLo,http://www.panoramio.com/user/4095610,4095610,
46817889,-13.319555,-176.189809,"Tepa, Wallis Island",http://www.panoramio.com/photo/46817889,http://mw2.google.com/mw-panoramio/photos/medium/46817889.jpg,20 January 2011,500,343,Dominik M. Ramík,http://www.panoramio.com/user/919358,919358,
90529278,55.685732,12.577436,"Rosenborg Castle, Copenhagen",http://www.panoramio.com/photo/90529278,http://mw2.google.com/mw-panoramio/photos/medium/90529278.jpg,19 May 2013,500,319,Nenad Obr,http://www.panoramio.com/user/1185990,1185990,
59461095,48.857254,2.29449,"Eiffel Tower, the second time..",http://www.panoramio.com/photo/59461095,http://mw2.google.com/mw-panoramio/photos/medium/59461095.jpg,23 September 2011,375,500,&ri.co,http://www.panoramio.com/user/4363843,4363843,9e6c1fa656675b38c321e94591a963e9c311bb06
1516726,56.081999,160.587502,Облако над вулканом Камень. Cloud above the volcano Kamen,http://www.panoramio.com/photo/1516726,http://mw2.google.com/mw-panoramio/photos/medium/1516726.jpg,27 March 2007,414,500,Korotnev AV,http://www.panoramio.com/user/268724,268724,
78177912,41.00825,28.978191,"HAGIA SOPHIA ",http://www.panoramio.com/photo/78177912,http://mw2.google.com/mw-panoramio/photos/medium/78177912.jpg,02 September 2012,500,333,Adem Dogan,http://www.panoramio.com/user/2340333,2340333,
67807735,60.258264,25.870433,Nature at it's best! - in Porvoo ~ Finland  ....{by Bassam},http://www.panoramio.com/photo/67807735,http://mw2.google.com/mw-panoramio/photos/medium/67807735.jpg,02 March 2012,342,500,~Bassam,http://www.panoramio.com/user/1249121,1249121,9c2aead50f4d8e49341485f9d6049f0df9fed11d
90083080,36.460295,25.373027,The colors of Atlantis ... (Oia - Santorini - Greece),http://www.panoramio.com/photo/90083080,http://mw2.google.com/mw-panoramio/photos/medium/90083080.jpg,10 May 2013,500,499,makis ®,http://www.panoramio.com/user/4081226,4081226,
65444724,48.292124,25.938114,Frosty Morning,http://www.panoramio.com/photo/65444724,http://mw2.google.com/mw-panoramio/photos/medium/65444724.jpg,23 January 2012,375,500,EdwardTurJ,http://www.panoramio.com/user/6389390,6389390,8042a62ade08f75fbf6e9f9902a802a90433d409
107980,43.337255,17.8152,Mostar,http://www.panoramio.com/photo/107980,http://mw2.google.com/mw-panoramio/photos/medium/107980.jpg,10 December 2006,369,500,Ziębol,http://www.panoramio.com/user/12954,12954,
47594975,35.285626,138.95496000000003,远眺富士山 Overlooking Mount Fuji,http://www.panoramio.com/photo/47594975,http://mw2.google.com/mw-panoramio/photos/medium/47594975.jpg,05 February 2011,500,433,Pozlp风格,http://www.panoramio.com/user/4826506,4826506,
64003582,-25.813993,-48.532233,Reflexo,http://www.panoramio.com/photo/64003582,http://mw2.google.com/mw-panoramio/photos/medium/64003582.jpg,26 December 2011,500,375,Eliton Sloma,http://www.panoramio.com/user/4821493,4821493,
82106328,45.161453,10.809301,Tramonto novembrino,http://www.panoramio.com/photo/82106328,http://mw2.google.com/mw-panoramio/photos/medium/82106328.jpg,15 November 2012,500,334,Marcello Caponnetto,http://www.panoramio.com/user/6781078,6781078,
66143677,25.136418,55.825839,Ship of the Desert.  ....{by Bassam},http://www.panoramio.com/photo/66143677,http://mw2.google.com/mw-panoramio/photos/medium/66143677.jpg,04 February 2012,500,377,~Bassam,http://www.panoramio.com/user/1249121,1249121,a0809497247c3d64bd9d3da21dda149a42484ea6
47340011,47.502973,19.033957999999984,Fisherman's Bastion,http://www.panoramio.com/photo/47340011,http://mw2.google.com/mw-panoramio/photos/medium/47340011.jpg,30 January 2011,500,375,Lav61,http://www.panoramio.com/user/3417691,3417691,
7388668,51.857835,15.752334999999988,jak dobrze wstać ...,http://www.panoramio.com/photo/7388668,http://mw2.google.com/mw-panoramio/photos/medium/7388668.jpg,27 January 2008,500,353,yossarian01,http://www.panoramio.com/user/889535,889535,
90724706,51.536005,14.641151,GER Rakotzsee (Rhododendronpark Kromlau) Rakotzbruecke -1 by KWOT ♥♥♥♥♥♥♥♥♥♥,http://www.panoramio.com/photo/90724706,http://mw2.google.com/mw-panoramio/photos/medium/90724706.jpg,23 May 2013,500,375,KWO Tsoumenis,http://www.panoramio.com/user/2549084,2549084,dd66d56e7bd720e56ceb7f555dacfb9678ed764b
71380843,33.935004,52.097808,☆Camels at sunset scene بسوی ریگ جن☆,http://www.panoramio.com/photo/71380843,http://mw2.google.com/mw-panoramio/photos/medium/71380843.jpg,03 May 2012,500,375,Yosarsif مهدی کلهر,http://www.panoramio.com/user/2932963,2932963,3a1b3b48e4009de2442f7db53ba9fa262daa731c
48548894,6.300796,99.719124,"Langkawi Cenang Beach ( Feb First Prize, 2011)",http://www.panoramio.com/photo/48548894,http://mw2.google.com/mw-panoramio/photos/medium/48548894.jpg,23 February 2011,500,332,dywin,http://www.panoramio.com/user/4596533,4596533,
72962126,32.141527,-80.747568,"Walking on a Golden Mirror - Sunrise on the Beach (Hilton Head Island, SC) Summer 2011",http://www.panoramio.com/photo/72962126,http://mw2.google.com/mw-panoramio/photos/medium/72962126.jpg,31 May 2012,500,373,Kalin Ranchev,http://www.panoramio.com/user/4897001,4897001,0101363a3a48557f7076166627645fc186d913c0
70206549,21.42208,39.82557,Al-Masjid Al-Haram - Mecca...{more info below the photo}..better at full size  ...{by Bassam},http://www.panoramio.com/photo/70206549,http://mw2.google.com/mw-panoramio/photos/medium/70206549.jpg,13 April 2012,375,500,~Bassam,http://www.panoramio.com/user/1249121,1249121,69841621eab7b56e3f051b35ecf0ade08515d889
77706532,50.750559,26.043975,Тунель кохання / Тunnel of love,http://www.panoramio.com/photo/77706532,http://mw2.google.com/mw-panoramio/photos/medium/77706532.jpg,25 August 2012,500,333,Kostia Semytskyi,http://www.panoramio.com/user/5639933,5639933,
665502,44.519887615685,-124.07752990723,Sunset Beach Walker,http://www.panoramio.com/photo/665502,http://mw2.google.com/mw-panoramio/photos/medium/665502.jpg,03 February 2007,500,340,Ron Cooper,http://www.panoramio.com/user/107359,107359,
91038841,50.941649,6.959455999999989,Kölner Dom,http://www.panoramio.com/photo/91038841,http://mw2.google.com/mw-panoramio/photos/medium/91038841.jpg,29 May 2013,400,500,Nenad Obr,http://www.panoramio.com/user/1185990,1185990,
